step,epoch,value
495,1,87194648.0
496,1,87208352.0
497,1,87208848.0
498,1,87219240.0
499,1,87216704.0
500,1,87212528.0
501,1,87205432.0
502,1,87202568.0
503,1,87224272.0
504,1,87232080.0
505,1,87210176.0
506,1,87205160.0
507,1,87188456.0
508,1,87204928.0
509,1,87211408.0
510,1,87210960.0
511,1,87202464.0
512,1,87200656.0
513,1,87203152.0
514,1,87229392.0
515,1,87199448.0
516,1,87207368.0
517,1,87182032.0
518,1,87191040.0
519,1,87173840.0
520,1,87162912.0
521,1,87159840.0
522,1,87158744.0
523,1,87160064.0
524,1,87155384.0
525,1,87163328.0
526,1,87162280.0
527,1,87145904.0
528,1,87144920.0
529,1,87142528.0
530,1,87139640.0
531,1,87126576.0
532,1,87161456.0
533,1,87125192.0
534,1,87151424.0
535,1,87123048.0
536,1,87128768.0
537,1,87145208.0
538,1,87140184.0
539,1,87131992.0
540,1,87154096.0
541,1,87150096.0
542,1,87139472.0
543,1,87140504.0
544,1,87133408.0
545,1,87148168.0
546,1,87141024.0
547,1,87144504.0
548,1,87113016.0
549,1,87126416.0
550,1,87101280.0
551,1,87083392.0
552,1,87095824.0
553,1,87069488.0
554,1,87057112.0
555,1,87060336.0
556,1,87073856.0
557,1,87062832.0
558,1,87067936.0
559,1,87052672.0
560,1,87047704.0
561,1,87079304.0
562,1,87068232.0
563,1,87054368.0
564,1,87075496.0
565,1,87072160.0
566,1,87067632.0
567,1,87073896.0
568,1,87063392.0
569,1,87057040.0
570,1,87043376.0
571,1,87019832.0
572,1,87047984.0
573,1,87017712.0
574,1,87006000.0
575,1,87019520.0
576,1,87013496.0
577,1,87015040.0
578,1,87002128.0
579,1,87006024.0
580,1,87023280.0
581,1,86980928.0
582,1,87000352.0
583,1,87002312.0
584,1,86997024.0
585,1,87000064.0
586,1,86998320.0
587,1,86961920.0
588,1,86972640.0
589,1,86968848.0
590,1,86973872.0
591,1,86961072.0
592,1,86956592.0
593,1,86994576.0
594,1,86970368.0
595,1,86957968.0
596,1,86956896.0
597,1,86958048.0
598,1,86948704.0
599,1,86952728.0
600,1,86939136.0
601,1,86939808.0
602,1,86968216.0
603,1,86958704.0
604,1,86955792.0
605,1,86955104.0
606,1,86961104.0
607,1,86951288.0
608,1,86934880.0
609,1,86942648.0
610,1,86937056.0
611,1,86961344.0
612,1,86946168.0
613,1,86932976.0
614,1,86978896.0
615,1,86935976.0
616,1,86941584.0
617,1,86955856.0
618,1,86940352.0
619,1,86955264.0
620,1,86938536.0
621,1,86924264.0
622,1,86929712.0
623,1,86945392.0
624,1,86935576.0
625,1,86922752.0
626,1,86931672.0
627,1,86921112.0
628,1,86954824.0
629,1,86931168.0
630,1,86922624.0
631,1,86927824.0
632,1,86920320.0
633,1,86913160.0
634,1,86895072.0
635,1,86922576.0
636,1,86918080.0
637,1,86924304.0
638,1,86928096.0
639,1,86926992.0
640,1,86943056.0
641,1,86944760.0
642,1,86939752.0
643,1,86949072.0
644,1,86959040.0
645,1,86947256.0
646,1,86952272.0
647,1,86931360.0
648,1,86922456.0
649,1,86917888.0
650,1,86922848.0
651,1,86931184.0
652,1,86952528.0
653,1,86922712.0
654,1,86949008.0
655,1,86947104.0
656,1,86936784.0
657,1,86933360.0
658,1,86908344.0
659,1,86909296.0
660,1,86890056.0
661,1,86890976.0
662,1,86897416.0
663,1,86880432.0
664,1,86864064.0
665,1,86877192.0
666,1,86884208.0
667,1,86879104.0
668,1,86866560.0
669,1,86869376.0
670,1,86873824.0
671,1,86857632.0
672,1,86858624.0
673,1,86852264.0
674,1,86873576.0
675,1,86849464.0
676,1,86849728.0
677,1,86848272.0
678,1,86847624.0
679,1,86818984.0
680,1,86820368.0
681,1,86828112.0
682,1,86833456.0
683,1,86860736.0
684,1,86852840.0
685,1,86831744.0
686,1,86824144.0
687,1,86795568.0
688,1,86792288.0
689,1,86804016.0
690,1,86801776.0
691,1,86787872.0
692,1,86800280.0
693,1,86815136.0
694,1,86809128.0
695,1,86777376.0
696,1,86771936.0
697,1,86795680.0
698,1,86799720.0
699,1,86813840.0
700,1,86776592.0
701,1,86795072.0
702,1,86787536.0
703,1,86779512.0
704,1,86776816.0
705,1,86780368.0
706,1,86771744.0
707,1,86746984.0
708,1,86741072.0
709,1,86760352.0
710,1,86749088.0
711,1,86736784.0
712,1,86731312.0
713,1,86726688.0
714,1,86722840.0
715,1,86724392.0
716,1,86736048.0
717,1,86717552.0
718,1,86732840.0
719,1,86674944.0
720,1,86680272.0
721,1,86705888.0
722,1,86699880.0
723,1,86719104.0
724,1,86685808.0
725,1,86700880.0
726,1,86684528.0
727,1,86703744.0
728,1,86683312.0
729,1,86701456.0
730,1,86696640.0
731,1,86693368.0
732,1,86681584.0
733,1,86650632.0
734,1,86670776.0
735,1,86694168.0
736,1,86684096.0
737,1,86687072.0
738,1,86690880.0
739,1,86677760.0
740,1,86685624.0
741,1,86659448.0
742,1,86683056.0
743,1,86689704.0
744,1,86656984.0
745,1,86673376.0
746,1,86681816.0
747,1,86654992.0
748,1,86671280.0
749,1,86656304.0
750,1,86650288.0
751,1,86672288.0
752,1,86665536.0
753,1,86657840.0
754,1,86661008.0
755,1,86665696.0
756,1,86654400.0
757,1,86688896.0
758,1,86634352.0
759,1,86648904.0
760,1,86656920.0
761,1,86651064.0
762,1,86635744.0
763,1,86648424.0
764,1,86663024.0
765,1,86652072.0
766,1,86651616.0
767,1,86648232.0
768,1,86646040.0
769,1,86641200.0
770,1,86649168.0
771,1,86635488.0
772,1,86640688.0
773,1,86619968.0
774,1,86627664.0
775,1,86621712.0
776,1,86613376.0
777,1,86619160.0
778,1,86608856.0
779,1,86618832.0
780,1,86611016.0
781,1,86624496.0
782,1,86624472.0
783,1,86610000.0
784,1,86613720.0
785,1,86627808.0
786,1,86643344.0
787,1,86609256.0
788,1,86592960.0
789,1,86617888.0
790,1,86601200.0
791,1,86633472.0
792,1,86640496.0
793,1,86633608.0
794,1,86609296.0
795,1,86642440.0
796,1,86614568.0
797,1,86622584.0
798,1,86626896.0
799,1,86608096.0
800,1,86619544.0
801,1,86616928.0
802,1,86620624.0
803,1,86603064.0
804,1,86620032.0
805,1,86627888.0
806,1,86616944.0
807,1,86625536.0
808,1,86612592.0
809,1,86586080.0
810,1,86579856.0
811,1,86573040.0
812,1,86606192.0
813,1,86564624.0
814,1,86581000.0
815,1,86550464.0
816,1,86565760.0
817,1,86544376.0
818,1,86541024.0
819,1,86563424.0
820,1,86528104.0
821,1,86551392.0
822,1,86549968.0
823,1,86523336.0
824,1,86530976.0
825,1,86523944.0
826,1,86521216.0
827,1,86540160.0
828,1,86532536.0
829,1,86511664.0
830,1,86503408.0
831,1,86507864.0
832,1,86508984.0
833,1,86516880.0
834,1,86504752.0
835,1,86509632.0
836,1,86507968.0
837,1,86521160.0
838,1,86540008.0
839,1,86510752.0
840,1,86513728.0
841,1,86517552.0
842,1,86523168.0
843,1,86528776.0
844,1,86505136.0
845,1,86506640.0
846,1,86501784.0
847,1,86499728.0
848,1,86483848.0
849,1,86505952.0
850,1,86490016.0
851,1,86527744.0
852,1,86488392.0
853,1,86488272.0
854,1,86502136.0
855,1,86503600.0
856,1,86510280.0
857,1,86493128.0
858,1,86497872.0
859,1,86515112.0
860,1,86474048.0
861,1,86476880.0
862,1,86514704.0
863,1,86485664.0
864,1,86506704.0
865,1,86476144.0
866,1,86447328.0
867,1,86459168.0
868,1,86457456.0
869,1,86465624.0
870,1,86456576.0
871,1,86457384.0
872,1,86467424.0
873,1,86446256.0
874,1,86453744.0
875,1,86457824.0
876,1,86454144.0
877,1,86436992.0
878,1,86431824.0
879,1,86444336.0
880,1,86453376.0
881,1,86450264.0
882,1,86436072.0
883,1,86454016.0
884,1,86451000.0
885,1,86432128.0
886,1,86445344.0
887,1,86446208.0
888,1,86420040.0
889,1,86442872.0
890,1,86438928.0
891,1,86454832.0
892,1,86457152.0
893,1,86408160.0
894,1,86415200.0
895,1,86426736.0
896,1,86395904.0
897,1,86390224.0
898,1,86414720.0
899,1,86402832.0
900,1,86430400.0
901,1,86399624.0
902,1,86385840.0
903,1,86415808.0
904,1,86381640.0
905,1,86424152.0
906,1,86401424.0
907,1,86375640.0
908,1,86402384.0
909,1,86389576.0
910,1,86377184.0
911,1,86391352.0
912,1,86392528.0
913,1,86386176.0
914,1,86412008.0
915,1,86391784.0
916,1,86402864.0
917,1,86385520.0
918,1,86391160.0
919,1,86397384.0
920,1,86391192.0
921,1,86386992.0
922,1,86411792.0
923,1,86389104.0
924,1,86398728.0
925,1,86380336.0
926,1,86380896.0
927,1,86378976.0
928,1,86387304.0
929,1,86368592.0
930,1,86358968.0
931,1,86383168.0
932,1,86376392.0
933,1,86354240.0
934,1,86364896.0
935,1,86402232.0
936,1,86382544.0
937,1,86371456.0
938,1,86362816.0
939,1,86361536.0
940,1,86355016.0
941,1,86337624.0
942,1,86368760.0
943,1,86333136.0
944,1,86369272.0
945,1,86373136.0
946,1,86346472.0
947,1,86352584.0
948,1,86370008.0
949,1,86358344.0
950,1,86343160.0
951,1,86349584.0
952,1,86322968.0
953,1,86336648.0
954,1,86343576.0
955,1,86350968.0
956,1,86331416.0
957,1,86330856.0
958,1,86313216.0
959,1,86324192.0
960,1,86326920.0
961,1,86307280.0
962,1,86327904.0
963,1,86306632.0
964,1,86312448.0
965,1,86320400.0
966,1,86303864.0
967,1,86322816.0
968,1,86317656.0
969,1,86298832.0
970,1,86284920.0
971,1,86320048.0
972,1,86298960.0
973,1,86310832.0
974,1,86301872.0
975,1,86280184.0
976,1,86269728.0
977,1,86260792.0
978,1,86291808.0
979,1,86281576.0
980,1,86293504.0
981,1,86288560.0
982,1,86284680.0
983,1,86254512.0
984,1,86284912.0
985,1,86276704.0
986,1,86295536.0
987,1,86276976.0
988,1,86283544.0
989,1,86274208.0
990,1,86282256.0
991,1,86282016.0
992,1,86313312.0
993,1,86266984.0
994,1,86279856.0
995,1,86276368.0
996,1,86275264.0
997,1,86267704.0
998,1,86271616.0
999,1,86253944.0
1000,1,86269936.0
1001,1,86257624.0
1002,1,86257680.0
1003,1,86245624.0
1004,1,86265400.0
1005,1,86266984.0
1006,1,86226592.0
1007,1,86268856.0
1008,1,86286432.0
1009,1,86287712.0
1010,1,86260256.0
1011,1,86262152.0
1012,1,86270752.0
1013,1,86247520.0
1014,1,86255472.0
1015,1,86268328.0
1016,1,86257736.0
1017,1,86242112.0
1018,1,86236112.0
1019,1,86211968.0
1020,1,86207664.0
1021,1,86237160.0
1022,1,86223040.0
1023,1,86225680.0
1024,1,86209072.0
1025,1,86237888.0
1026,1,86226128.0
1027,1,86204280.0
1028,1,86228888.0
1029,1,86204008.0
1030,1,86192776.0
1031,1,86221616.0
1032,1,86208624.0
1033,1,86222176.0
1034,1,86209920.0
1035,1,86188400.0
1036,1,86182512.0
1037,1,86181840.0
1038,1,86170392.0
1039,1,86205680.0
1040,1,86179352.0
1041,1,86172720.0
1042,1,86186528.0
1043,1,86161256.0
1044,1,86135520.0
1045,1,86170048.0
1046,1,86172432.0
1047,1,86202952.0
1048,1,86163624.0
1049,1,86143840.0
1050,1,86173088.0
1051,1,86165600.0
1052,1,86169256.0
1053,1,86137664.0
1054,1,86167872.0
1055,1,86152896.0
1056,1,86169968.0
1057,1,86165440.0
1058,1,86148976.0
1059,1,86159464.0
1060,1,86155552.0
1061,1,86135952.0
1062,1,86152512.0
1063,1,86160616.0
1064,1,86139632.0
1065,1,86138472.0
1066,1,86152720.0
1067,1,86117224.0
1068,1,86132784.0
1069,1,86134544.0
1070,1,86103968.0
1071,1,86132624.0
1072,1,86121872.0
1073,1,86111672.0
1074,1,86118304.0
1075,1,86101696.0
1076,1,86149464.0
1077,1,86123760.0
1078,1,86142608.0
1079,1,86111936.0
1080,1,86115584.0
1081,1,86149736.0
1082,1,86154184.0
1083,1,86147808.0
1084,1,86131424.0
1085,1,86151520.0
1086,1,86135120.0
1087,1,86105088.0
1088,1,86118864.0
1089,1,86116144.0
1090,1,86083816.0
1091,1,86103440.0
1092,1,86094080.0
1093,1,86092320.0
1094,1,86101824.0
1095,1,86093472.0
1096,1,86104512.0
1097,1,86109888.0
1098,1,86095080.0
1099,1,86095152.0
1100,1,86114784.0
1101,1,86072608.0
1102,1,86092368.0
1103,1,86086528.0
1104,1,86065760.0
1105,1,86083944.0
1106,1,86068976.0
1107,1,86075056.0
1108,1,86101888.0
1109,1,86081728.0
1110,1,86115536.0
1111,1,86106608.0
1112,1,86083488.0
1113,1,86067376.0
1114,1,86090432.0
1115,1,86106056.0
1116,1,86082336.0
1117,1,86092576.0
1118,1,86089248.0
1119,1,86087504.0
1120,1,86087872.0
1121,1,86076080.0
1122,1,86093120.0
1123,1,86069808.0
1124,1,86097680.0
1125,1,86074384.0
1126,1,86078408.0
1127,1,86053152.0
1128,1,86053920.0
1129,1,86047824.0
1130,1,86061272.0
1131,1,86082800.0
1132,1,86076992.0
1133,1,86062272.0
1134,1,86053952.0
1135,1,86052864.0
1136,1,86050800.0
1137,1,86075472.0
1138,1,86041944.0
1139,1,86038800.0
1140,1,86025984.0
1141,1,86033792.0
1142,1,86029552.0
1143,1,86022656.0
1144,1,86029632.0
1145,1,86028832.0
1146,1,86022432.0
1147,1,86021336.0
1148,1,85999024.0
1149,1,86011560.0
1150,1,86013608.0
1151,1,85992272.0
1152,1,86026416.0
1153,1,86028352.0
1154,1,86016936.0
1155,1,85994912.0
1156,1,85998160.0
1157,1,86010560.0
1158,1,85999360.0
1159,1,85999024.0
1160,1,85988144.0
1161,1,85995056.0
1162,1,85998464.0
1163,1,86010352.0
1164,1,85992200.0
1165,1,85998568.0
1166,1,85995384.0
1167,1,85975216.0
1168,1,86011760.0
1169,1,85973856.0
1170,1,85979736.0
1171,1,85987488.0
1172,1,85973520.0
1173,1,85952520.0
1174,1,85966160.0
1175,1,85964856.0
1176,1,85967088.0
1177,1,85968304.0
1178,1,85946256.0
1179,1,85946072.0
1180,1,85950176.0
1181,1,85940608.0
1182,1,85944520.0
1183,1,85929104.0
1184,1,85944384.0
1185,1,85945520.0
1186,1,85973312.0
1187,1,85943728.0
1188,1,85948024.0
1189,1,85946592.0
1190,1,85952392.0
1191,1,85936704.0
1192,1,85963336.0
1193,1,85929280.0
1194,1,85935824.0
1195,1,85926160.0
1196,1,85928064.0
1197,1,85970320.0
1198,1,85952200.0
1199,1,85940576.0
1200,1,85939944.0
1201,1,85929504.0
1202,1,85950336.0
1203,1,85933184.0
1204,1,85967936.0
1205,1,85955776.0
1206,1,85948480.0
1207,1,85978248.0
1208,1,85938752.0
1209,1,85931808.0
1210,1,85937504.0
1211,1,85963984.0
1212,1,85938792.0
1213,1,85963384.0
1214,1,85977408.0
1215,1,85990600.0
1216,1,85973408.0
1217,1,85985760.0
1218,1,85962856.0
1219,1,85956656.0
1220,1,85963568.0
1221,1,85964112.0
1222,1,85962368.0
1223,1,85935904.0
1224,1,85935296.0
1225,1,85946008.0
1226,1,85982112.0
1227,1,85937808.0
1228,1,85909600.0
1229,1,85923768.0
1230,1,85915520.0
1231,1,85924304.0
1232,1,85917056.0
1233,1,85886328.0
1234,1,85922912.0
1235,1,85908416.0
1236,1,85917872.0
1237,1,85933440.0
1238,1,85877456.0
1239,1,85890784.0
1240,1,85894240.0
1241,1,85890728.0
1242,1,85868888.0
1243,1,85875360.0
1244,1,85871104.0
1245,1,85865344.0
1246,1,85869552.0
1247,1,85869936.0
1248,1,85880296.0
1249,1,85847992.0
1250,1,85835152.0
1251,1,85839112.0
1252,1,85887648.0
1253,1,85860704.0
1254,1,85875800.0
1255,1,85857000.0
1256,1,85873096.0
1257,1,85862896.0
1258,1,85849256.0
1259,1,85861744.0
1260,1,85870288.0
1261,1,85854448.0
1262,1,85836128.0
1263,1,85850848.0
1264,1,85851056.0
1265,1,85857488.0
1266,1,85847720.0
1267,1,85827216.0
1268,1,85844720.0
1269,1,85860280.0
1270,1,85824920.0
1271,1,85830096.0
1272,1,85840848.0
1273,1,85847680.0
1274,1,85841184.0
1275,1,85845040.0
1276,1,85816728.0
1277,1,85816640.0
1278,1,85813912.0
1279,1,85809792.0
1280,1,85807568.0
1281,1,85797040.0
1282,1,85810592.0
1283,1,85773360.0
1284,1,85801480.0
1285,1,85795848.0
1286,1,85802720.0
1287,1,85787376.0
1288,1,85783216.0
1289,1,85770880.0
1290,1,85781600.0
1291,1,85776104.0
1292,1,85788240.0
1293,1,85765608.0
1294,1,85779136.0
1295,1,85798288.0
1296,1,85799176.0
1297,1,85754304.0
1298,1,85761728.0
1299,1,85762672.0
1300,1,85768528.0
1301,1,85778584.0
1302,1,85766368.0
1303,1,85750712.0
1304,1,85766176.0
1305,1,85758976.0
1306,1,85759808.0
1307,1,85759984.0
1308,1,85754176.0
1309,1,85754800.0
1310,1,85773232.0
1311,1,85768160.0
1312,1,85726296.0
1313,1,85714088.0
1314,1,85744824.0
1315,1,85734328.0
1316,1,85739896.0
1317,1,85773200.0
1318,1,85765232.0
1319,1,85741264.0
1320,1,85749272.0
1321,1,85722776.0
1322,1,85728240.0
1323,1,85754352.0
1324,1,85719024.0
1325,1,85720840.0
1326,1,85781616.0
1327,1,85712496.0
1328,1,85730984.0
1329,1,85739824.0
1330,1,85722112.0
1331,1,85714272.0
1332,1,85700136.0
1333,1,85718944.0
1334,1,85722752.0
1335,1,85709312.0
1336,1,85684560.0
1337,1,85691744.0
1338,1,85682120.0
1339,1,85675024.0
1340,1,85687120.0
1341,1,85702576.0
1342,1,85689096.0
1343,1,85717408.0
1344,1,85704736.0
1345,1,85710608.0
1346,1,85714192.0
1347,1,85683760.0
1348,1,85682128.0
1349,1,85711280.0
1350,1,85676360.0
1351,1,85708352.0
1352,1,85683656.0
1353,1,85717496.0
1354,1,85677920.0
1355,1,85707552.0
1356,1,85696184.0
1357,1,85685312.0
1358,1,85666824.0
1359,1,85686560.0
1360,1,85690048.0
1361,1,85690672.0
