step,epoch,value
1362,1,85689264.0
1363,1,85652848.0
1364,1,85677984.0
1365,1,85669728.0
1366,1,85667464.0
1367,1,85666920.0
1368,1,85666664.0
1369,1,85658464.0
1370,1,85653816.0
1371,1,85658128.0
1372,1,85676008.0
1373,1,85631600.0
1374,1,85645712.0
1375,1,85660176.0
1376,1,85624376.0
1377,1,85652992.0
1378,1,85658944.0
1379,1,85678848.0
1380,1,85653776.0
1381,1,85667136.0
1382,1,85639632.0
1383,1,85639824.0
1384,1,85653280.0
1385,1,85633184.0
1386,1,85631736.0
1387,1,85637968.0
1388,1,85609584.0
1389,1,85614224.0
1390,1,85640824.0
1391,1,85628112.0
1392,1,85642576.0
1393,1,85635328.0
1394,1,85632184.0
1395,1,85624320.0
1396,1,85638192.0
1397,1,85645824.0
1398,1,85622616.0
1399,1,85634784.0
1400,1,85631480.0
1401,1,85622448.0
1402,1,85651552.0
1403,1,85643112.0
1404,1,85621920.0
1405,1,85641040.0
1406,1,85635376.0
1407,1,85643776.0
1408,1,85614320.0
1409,1,85649440.0
1410,1,85625008.0
1411,1,85620272.0
1412,1,85600736.0
1413,1,85605544.0
1414,1,85610992.0
1415,1,85604672.0
1416,1,85610440.0
1417,1,85609408.0
1418,1,85627440.0
1419,1,85603184.0
1420,1,85611712.0
1421,1,85622784.0
1422,1,85621688.0
1423,1,85595216.0
1424,1,85619984.0
1425,1,85571264.0
1426,1,85608704.0
1427,1,85612856.0
1428,1,85612808.0
1429,1,85604104.0
1430,1,85605080.0
1431,1,85581920.0
1432,1,85609640.0
1433,1,85622192.0
1434,1,85581992.0
1435,1,85605920.0
1436,1,85590096.0
1437,1,85573760.0
1438,1,85588320.0
1439,1,85585416.0
1440,1,85554136.0
1441,1,85586416.0
1442,1,85568888.0
1443,1,85593232.0
1444,1,85580808.0
1445,1,85588352.0
1446,1,85590184.0
1447,1,85582304.0
1448,1,85581424.0
1449,1,85582744.0
1450,1,85592816.0
1451,1,85583120.0
1452,1,85567432.0
1453,1,85605536.0
1454,1,85596664.0
1455,1,85599648.0
1456,1,85575792.0
1457,1,85587392.0
1458,1,85596200.0
1459,1,85565552.0
1460,1,85594352.0
1461,1,85572080.0
1462,1,85567552.0
1463,1,85582544.0
1464,1,85578192.0
1465,1,85556496.0
1466,1,85590216.0
1467,1,85579296.0
1468,1,85571024.0
1469,1,85564728.0
1470,1,85557296.0
1471,1,85578416.0
1472,1,85553408.0
1473,1,85563312.0
1474,1,85576400.0
1475,1,85574296.0
1476,1,85549376.0
1477,1,85523440.0
1478,1,85590216.0
1479,1,85573504.0
1480,1,85545192.0
1481,1,85578616.0
1482,1,85599128.0
1483,1,85549384.0
1484,1,85575936.0
1485,1,85562448.0
1486,1,85555632.0
1487,1,85563032.0
1488,1,85583736.0
1489,1,85565648.0
1490,1,85602152.0
1491,1,85568240.0
1492,1,85576864.0
1493,1,85549296.0
1494,1,85588720.0
1495,1,85566624.0
1496,1,85585112.0
1497,1,85560064.0
1498,1,85571792.0
1499,1,85567920.0
1500,1,85582184.0
1501,1,85591016.0
1502,1,85565208.0
1503,1,85587752.0
1504,1,85592264.0
1505,1,85556928.0
1506,1,85597168.0
1507,1,85585376.0
1508,1,85601200.0
1509,1,85583952.0
1510,1,85534552.0
1511,1,85577264.0
1512,1,85564152.0
1513,1,85568280.0
1514,1,85591640.0
1515,1,85563296.0
1516,1,85573800.0
1517,1,85584192.0
1518,1,85583032.0
1519,1,85575008.0
1520,1,85537672.0
1521,1,85564008.0
1522,1,85569808.0
1523,1,85581560.0
1524,1,85566192.0
1525,1,85558824.0
1526,1,85589568.0
1527,1,85560088.0
1528,1,85556696.0
1529,1,85574536.0
1530,1,85576088.0
1531,1,85592920.0
1532,1,85584448.0
1533,1,85590120.0
1534,1,85557888.0
1535,1,85566912.0
1536,1,85555976.0
1537,1,85561488.0
1538,1,85561024.0
1539,1,85576240.0
1540,1,85568408.0
1541,1,85593488.0
1542,1,85569144.0
1543,1,85545056.0
1544,1,85575096.0
1545,1,85572672.0
1546,1,85571072.0
1547,1,85548256.0
1548,1,85580912.0
1549,1,85566688.0
1550,1,85538808.0
1551,1,85531688.0
1552,1,85545504.0
1553,1,85545248.0
1554,1,85506152.0
1555,1,85571488.0
1556,1,85561824.0
1557,1,85547664.0
1558,1,85550648.0
1559,1,85555184.0
1560,1,85542960.0
1561,1,85546304.0
1562,1,85534640.0
1563,1,85540328.0
1564,1,85512576.0
1565,1,85537928.0
1566,1,85532560.0
1567,1,85514480.0
1568,1,85564136.0
1569,1,85541608.0
1570,1,85540688.0
1571,1,85561656.0
1572,1,85543440.0
1573,1,85538088.0
1574,1,85537656.0
1575,1,85541632.0
1576,1,85504424.0
1577,1,85531536.0
1578,1,85536776.0
1579,1,85540976.0
1580,1,85516224.0
1581,1,85524032.0
1582,1,85517336.0
1583,1,85533552.0
1584,1,85515144.0
1585,1,85530560.0
1586,1,85523920.0
1587,1,85501776.0
1588,1,85513488.0
1589,1,85513776.0
1590,1,85510544.0
1591,1,85492368.0
1592,1,85515072.0
1593,1,85496512.0
1594,1,85482176.0
1595,1,85489056.0
1596,1,85490344.0
1597,1,85493184.0
1598,1,85480864.0
1599,1,85481520.0
1600,1,85447176.0
1601,1,85461208.0
1602,1,85461568.0
1603,1,85496328.0
1604,1,85455264.0
1605,1,85447104.0
1606,1,85455840.0
1607,1,85438576.0
1608,1,85460992.0
1609,1,85485488.0
1610,1,85469672.0
1611,1,85469648.0
1612,1,85470792.0
1613,1,85463600.0
1614,1,85482536.0
1615,1,85457696.0
1616,1,85473312.0
1617,1,85480224.0
1618,1,85473096.0
1619,1,85453656.0
1620,1,85471824.0
1621,1,85461056.0
1622,1,85477536.0
1623,1,85455576.0
1624,1,85439184.0
1625,1,85457376.0
1626,1,85450336.0
1627,1,85467680.0
1628,1,85425080.0
1629,1,85477888.0
1630,1,85448664.0
1631,1,85439624.0
1632,1,85437496.0
1633,1,85470592.0
1634,1,85442384.0
1635,1,85445056.0
1636,1,85449984.0
1637,1,85461408.0
1638,1,85464064.0
1639,1,85452016.0
1640,1,85460536.0
1641,1,85468912.0
1642,1,85428096.0
1643,1,85431952.0
1644,1,85439200.0
1645,1,85433080.0
1646,1,85465232.0
1647,1,85403856.0
1648,1,85464024.0
1649,1,85426464.0
1650,1,85438880.0
1651,1,85440352.0
1652,1,85427888.0
1653,1,85435544.0
1654,1,85466016.0
1655,1,85428432.0
1656,1,85464304.0
1657,1,85422520.0
1658,1,85446080.0
1659,1,85445184.0
1660,1,85446800.0
1661,1,85422264.0
1662,1,85452464.0
1663,1,85425680.0
1664,1,85450768.0
1665,1,85437960.0
1666,1,85407408.0
1667,1,85415600.0
1668,1,85433872.0
1669,1,85430768.0
1670,1,85435856.0
1671,1,85418544.0
1672,1,85402232.0
1673,1,85418160.0
1674,1,85436248.0
1675,1,85454032.0
1676,1,85444904.0
1677,1,85404720.0
1678,1,85407208.0
1679,1,85415024.0
1680,1,85422336.0
1681,1,85413840.0
1682,1,85411736.0
1683,1,85396280.0
1684,1,85394016.0
1685,1,85385552.0
1686,1,85415984.0
1687,1,85403824.0
1688,1,85420160.0
1689,1,85421304.0
1690,1,85408136.0
1691,1,85402672.0
1692,1,85433112.0
1693,1,85446160.0
1694,1,85433400.0
1695,1,85422760.0
1696,1,85395768.0
1697,1,85406304.0
1698,1,85383536.0
1699,1,85418208.0
1700,1,85404856.0
1701,1,85423120.0
1702,1,85376096.0
1703,1,85425376.0
1704,1,85410552.0
1705,1,85410736.0
1706,1,85431856.0
1707,1,85390000.0
1708,1,85398480.0
1709,1,85408024.0
1710,1,85423992.0
1711,1,85416432.0
1712,1,85397712.0
1713,1,85420400.0
1714,1,85411472.0
1715,1,85387024.0
1716,1,85407760.0
1717,1,85419808.0
1718,1,85410224.0
1719,1,85433688.0
1720,1,85419072.0
1721,1,85425040.0
1722,1,85436352.0
1723,1,85423552.0
1724,1,85414272.0
1725,1,85383080.0
1726,1,85385344.0
1727,1,85396416.0
1728,1,85438400.0
1729,1,85366360.0
1730,1,85416912.0
1731,1,85415056.0
1732,1,85405376.0
1733,1,85428992.0
1734,1,85393592.0
1735,1,85380672.0
1736,1,85403312.0
1737,1,85445392.0
1738,1,85407456.0
1739,1,85415024.0
1740,1,85430472.0
1741,1,85392168.0
1742,1,85407048.0
1743,1,85398832.0
1744,1,85409352.0
1745,1,85408976.0
1746,1,85383200.0
1747,1,85395864.0
1748,1,85391272.0
1749,1,85410576.0
1750,1,85407376.0
1751,1,85390864.0
1752,1,85394528.0
1753,1,85403336.0
1754,1,85408008.0
1755,1,85405488.0
1756,1,85410832.0
1757,1,85401312.0
1758,1,85388048.0
1759,1,85409136.0
1760,1,85400808.0
1761,1,85395312.0
1762,1,85387160.0
1763,1,85396520.0
1764,1,85383392.0
1765,1,85361864.0
1766,1,85391520.0
1767,1,85398768.0
1768,1,85382264.0
1769,1,85391840.0
1770,1,85392592.0
1771,1,85401328.0
1772,1,85394416.0
1773,1,85385152.0
1774,1,85377280.0
1775,1,85408280.0
1776,1,85374736.0
1777,1,85397232.0
1778,1,85375184.0
1779,1,85398008.0
1780,1,85388320.0
1781,1,85420472.0
1782,1,85373280.0
1783,1,85358464.0
1784,1,85382488.0
1785,1,85366784.0
1786,1,85392672.0
1787,1,85370960.0
1788,1,85398264.0
1789,1,85386840.0
1790,1,85371856.0
1791,1,85355392.0
1792,1,85363856.0
1793,1,85385008.0
1794,1,85364912.0
1795,1,85377024.0
1796,1,85386560.0
1797,1,85382080.0
1798,1,85385440.0
1799,1,85361072.0
1800,1,85381040.0
1801,1,85364032.0
1802,1,85387032.0
1803,1,85382704.0
1804,1,85384936.0
1805,1,85390608.0
1806,1,85377576.0
1807,1,85353672.0
1808,1,85368888.0
1809,1,85377560.0
1810,1,85374624.0
1811,1,85384560.0
1812,1,85374640.0
1813,1,85360968.0
1814,1,85365856.0
1815,1,85370864.0
1816,1,85379880.0
1817,1,85376944.0
1818,1,85380440.0
1819,1,85362480.0
1820,1,85356552.0
1821,1,85351632.0
1822,1,85380088.0
1823,1,85399392.0
1824,1,85356528.0
1825,1,85366512.0
1826,1,85337280.0
1827,1,85348712.0
1828,1,85364600.0
1829,1,85350928.0
1830,1,85389808.0
1831,1,85366032.0
1832,1,85342192.0
1833,1,85358736.0
1834,1,85368736.0
1835,1,85385472.0
1836,1,85366768.0
1837,1,85374208.0
1838,1,85341952.0
1839,1,85347728.0
1840,1,85344504.0
1841,1,85343824.0
1842,1,85343472.0
1843,1,85355136.0
1844,1,85382584.0
1845,1,85365856.0
1846,1,85357504.0
1847,1,85367200.0
1848,1,85365752.0
1849,1,85359080.0
1850,1,85343936.0
1851,1,85373336.0
1852,1,85371408.0
1853,1,85364216.0
1854,1,85380648.0
1855,1,85377256.0
1856,1,85383600.0
1857,1,85383120.0
1858,1,85344624.0
1859,1,85364728.0
1860,1,85355608.0
1861,1,85350248.0
1862,1,85356944.0
1863,1,85353392.0
1864,1,85355088.0
1865,1,85346160.0
1866,1,85362912.0
1867,1,85351104.0
1868,1,85333088.0
1869,1,85373584.0
1870,1,85383520.0
1871,1,85363216.0
1872,1,85336440.0
1873,1,85356176.0
1874,1,85355760.0
1875,1,85361360.0
1876,1,85356064.0
1877,1,85363464.0
1878,1,85356824.0
1879,1,85365680.0
1880,1,85347216.0
1881,1,85357024.0
1882,1,85364560.0
1883,1,85361176.0
1884,1,85364528.0
1885,1,85350592.0
1886,1,85362584.0
1887,1,85382528.0
1888,1,85340992.0
1889,1,85377920.0
1890,1,85370904.0
1891,1,85345800.0
1892,1,85339088.0
1893,1,85369056.0
1894,1,85365720.0
1895,1,85337488.0
1896,1,85345544.0
1897,1,85380968.0
1898,1,85353840.0
1899,1,85356528.0
1900,1,85341280.0
1901,1,85370528.0
1902,1,85363240.0
1903,1,85335152.0
1904,1,85339000.0
1905,1,85361456.0
1906,1,85357504.0
1907,1,85339008.0
1908,1,85342096.0
1909,1,85342376.0
1910,1,85356736.0
1911,1,85350352.0
1912,1,85341496.0
1913,1,85361200.0
1914,1,85375888.0
1915,1,85366904.0
1916,1,85353200.0
1917,1,85363688.0
1918,1,85353784.0
1919,1,85345448.0
1920,1,85355120.0
1921,1,85354512.0
1922,1,85356432.0
1923,1,85343936.0
1924,1,85363008.0
1925,1,85321088.0
1926,1,85345424.0
1927,1,85339848.0
1928,1,85341784.0
1929,1,85357056.0
1930,1,85363152.0
1931,1,85351816.0
1932,1,85337504.0
1933,1,85331944.0
1934,1,85337992.0
1935,1,85341664.0
1936,1,85362784.0
1937,1,85357136.0
1938,1,85347456.0
1939,1,85361296.0
1940,1,85330640.0
1941,1,85354784.0
1942,1,85334208.0
1943,1,85376216.0
1944,1,85356072.0
1945,1,85352176.0
1946,1,85367312.0
1947,1,85377056.0
1948,1,85355696.0
1949,1,85367040.0
1950,1,85339376.0
1951,1,85336512.0
1952,1,85351440.0
1953,1,85332208.0
1954,1,85332608.0
1955,1,85369824.0
1956,1,85325184.0
1957,1,85369544.0
1958,1,85356240.0
1959,1,85342504.0
1960,1,85369104.0
1961,1,85347920.0
1962,1,85352264.0
1963,1,85329184.0
1964,1,85346672.0
1965,1,85346544.0
1966,1,85356944.0
1967,1,85365744.0
1968,1,85361056.0
1969,1,85348568.0
1970,1,85337000.0
1971,1,85367408.0
1972,1,85315424.0
1973,1,85344200.0
1974,1,85372824.0
1975,1,85364304.0
1976,1,85342712.0
1977,1,85366992.0
1978,1,85347176.0
1979,1,85335632.0
1980,1,85357088.0
1981,1,85349232.0
1982,1,85366184.0
1983,1,85342152.0
1984,1,85341728.0
1985,1,85369808.0
1986,1,85342520.0
1987,1,85349880.0
1988,1,85343472.0
1989,1,85325576.0
1990,1,85351896.0
1991,1,85350384.0
1992,1,85354192.0
1993,1,85331152.0
1994,1,85342480.0
1995,1,85339592.0
1996,1,85346504.0
1997,1,85340032.0
1998,1,85350336.0
1999,1,85369248.0
